SL. No,SPECIMEN,JOURNAL TITLE,geometry_signature,y,y_from_fem,replicate_count
459,C290-L6000-EEH3-D0.4-B2,"Chandramohan et al., 2025",3b584d5cf338a5aa11cc55dc9f21f39f,17.75,True,4
460,C290-L6000-EEH1-D0.4-B2.5,"Chandramohan et al., 2025",0a3f84b5efa3c4b1d2d6f44b8593d488,17.32,True,4
461,C290-L6000-EEH3-D0.4-B2.5,"Chandramohan et al., 2025",7c9b7f765badf7e1cb8f51e35f011395,17.18,True,4
462,C290-L6000-EEH1-D0.4-B3,"Chandramohan et al., 2025",8a6cb5e45e812e6685d0515a9e457183,16.95,True,4
463,C290-L6000-EEH3-D0.4-B3,"Chandramohan et al., 2025",094e3701ef741971d15a7132b2cb311b,16.85,True,4
464,C290-L6000-EEH1-D0.5-B2,"Chandramohan et al., 2025",45b8b2684ec6c674633f38a517f85b68,17.15,True,4
465,C290-L6000-EEH3-D0.5-B2,"Chandramohan et al., 2025",5e3949193432d06b06987eddfa4249c1,16.8,True,4
466,C290-L6000-EEH1-D0.5-B2.5,"Chandramohan et al., 2025",4569f04825bf153a0a71a1c7332330d3,16.61,True,4
467,C290-L6000-EEH3-D0.5-B2.5,"Chandramohan et al., 2025",43f60415e409cfe65620acb92d805d15,16.19,True,4
468,C290-L6000-EEH1-D0.5-B3,"Chandramohan et al., 2025",bf9141d1d5e972e6ac07dfdd3d77aed3,15.82,True,4
469,C290-L6000-EEH3-D0.5-B3,"Chandramohan et al., 2025",151c98cab4dcddd5df2bf55e31a72d5f,15.48,True,4
470,C290-L6000-EEH1-D0.6-B2,"Chandramohan et al., 2025",be4be35294a8566470750a2aa0870f82,15.71,True,4
471,C290-L6000-EEH3-D0.6-B2,"Chandramohan et al., 2025",cb8bba0ebdf2b8f24012e4eef253f1a1,15.3,True,4
472,C290-L6000-EEH1-D0.6-B2.5,"Chandramohan et al., 2025",103332ffc3b02eb9a410b370558e5ec6,14.87,True,4
473,C290-L6000-EEH3-D0.6-B2.5,"Chandramohan et al., 2025",eb6ba40bfc4c49967977c0980db5575a,14.57,True,4
474,C290-L6000-EEH1-D0.6-B3,"Chandramohan et al., 2025",bdd95f93fff398856e2d718424eaec71,14.11,True,4
475,C290-L6000-EEH3-D0.6-B3,"Chandramohan et al., 2025",47faf717b3981dc3fb3e6bb24ab6cd65,13.86,True,4
476,"c-0-0(1,2)","Sivakumaran et al., 2006",316ba11b1f8bce786f5a2a275c8c4720,9.77,False,3
477,"c-0-0(3,4)","Sivakumaran et al., 2006",316ba11b1f8bce786f5a2a275c8c4720,10.08,False,3
478,"c-0-(5,6)","Sivakumaran et al., 2006",316ba11b1f8bce786f5a2a275c8c4720,9.83,False,3
479,"s-0-(1,2)","Sivakumaran et al., 2006",c326c2dc5fc96094d55baacc75f0a8a3,9.99,False,3
480,"s-0-(3,4)","Sivakumaran et al., 2006",c326c2dc5fc96094d55baacc75f0a8a3,10.13,False,3
481,"s-0-(5,6)","Sivakumaran et al., 2006",c326c2dc5fc96094d55baacc75f0a8a3,10.08,False,3
482,"R-0-(1,2)","Sivakumaran et al., 2006",b039cc25449c046c8eb2bdcb9f593cae,10.13,False,3
483,"R-0-(3,4)","Sivakumaran et al., 2006",b039cc25449c046c8eb2bdcb9f593cae,10.4,False,3
484,"R-0-(5,6)","Sivakumaran et al., 2006",b039cc25449c046c8eb2bdcb9f593cae,10.08,False,3
485,D137-S68,"Sadid et al., 2025",0c2df890f923bd0e3dbf5ca2bae5d76d,76.2,False,1
486,D148-S57,"Sadid et al., 2025",402e03a6f2c8e05fdeda626325406515,73.93,False,1
487,D160-S45,"Sadid et al., 2025",e7d2fa00c0343523f4250608cbdf3696,72.074,False,1
488,B-C01,"Tohamy et al., 2021",088b0424a2e92dcf4432c7e59e6c6f26,11.21,False,1
489,B-C02,"Tohamy et al., 2021",2d10bd41c6287cacd2d96b9341237d7d,11.19,False,1
490,B-C03,"Tohamy et al., 2021",14efb1dd953af745cf4e8b2964124df8,11.17,False,1
491,B-C04,"Tohamy et al., 2021",31bd65db2142b125bca30eb4cfeba83b,11.1,False,1
492,B-C05,"Tohamy et al., 2021",e21e28877ef4c7617aeee4a6c0ede594,10.87,False,1
493,B-C06,"Tohamy et al., 2021",3b9f53776fa6b4019be4d92c6efc8329,10.5,False,1
494,B-C07,"Tohamy et al., 2021",0ec399db0f236c19c185fffc6ba7da01,9.93,False,1
495,B-C08,"Tohamy et al., 2021",648e0a591eba21ed3cb03a2b6867ce75,9.07,False,1
